-	/fruits	/fruits/shape	/fruits/shape	/fruits/texture	/fruits/texture	/fruits/position	/fruits/position	/fruits/hairs	/fruits/hairs	/fruits/colour	/fruits/colour	/fruits/apex	/fruits/apex/shape	/fruits/apex/shape	/fruits/apex/texture	/fruits/apex/texture	/fruits/apex/position	/fruits/apex/position	/fruits/apex/hairs	/fruits/apex/hairs	/fruits/dimensions (merged)	/fruits/dimensions (merged)/length	/fruits/dimensions (merged)/length/minimum	/fruits/dimensions (merged)/length/maximum	/fruits/dimensions (merged)/width	/fruits/dimensions (merged)/width/minimum	/fruits/dimensions (merged)/width/maximum	/fruits/dimensions (merged)/texture	/fruits/dimensions (merged)/texture	/fruits/stigma	/fruits/stigma/minimum	/fruits/stigma/maximum	/fruits/stigma/shape	/fruits/stigma/shape	/fruits/stigma/hairs	/fruits/stigma/hairs	/fruits/stigma/growth form	/fruits/stigma/growth form	/habit	/habit/minimum	/habit/maximum	/habit/texture	/habit/texture	/habit/hairs	/habit/hairs	/habit/growth form	/habit/growth form	/habit/height	/habit/height/minimum	/habit/height/maximum	/inflorescences	/inflorescences/minimum	/inflorescences/maximum	/inflorescences/shape	/inflorescences/shape	/inflorescences/position	/inflorescences/position	/inflorescences/colour	/inflorescences/colour	/inflorescences/floral bracts	/inflorescences/floral bracts/shape	/inflorescences/floral bracts/shape	/inflorescences/floral bracts/margin type	/inflorescences/floral bracts/margin type	/inflorescences/floral bracts/hairs	/inflorescences/floral bracts/hairs	/inflorescences/floral bracts/colour	/inflorescences/floral bracts/colour	/inflorescences/growth form	/inflorescences/growth form	/inflorescences/growth form/growth form	/inflorescences/growth form/growth form	/inflorescences/peduncle	/inflorescences/peduncle/minimum	/inflorescences/peduncle/maximum	/inflorescences/peduncle/shape	/inflorescences/peduncle/shape	/inflorescences/peduncle/hairs	/inflorescences/peduncle/hairs	/inflorescences/peduncle/colour	/inflorescences/peduncle/colour	/inflorescences/peduncle/length	/inflorescences/peduncle/length/minimum	/inflorescences/peduncle/length/maximum	/inflorescences/position	/inflorescences/position/colour	/inflorescences/position/colour	/inflorescences/rachises	/inflorescences/rachises/hairs	/inflorescences/rachises/hairs	/inflorescences/rachises/colour	/inflorescences/rachises/colour	/inflorescences/spikes	/inflorescences/spikes/shape	/inflorescences/spikes/shape	/inflorescences/spikes/growth form	/inflorescences/spikes/growth form	/inflorescences/spikes/colour	/inflorescences/spikes/colour	/inflorescences/spikes/length	/inflorescences/spikes/length/minimum	/inflorescences/spikes/length/maximum	/infructescences	/infructescences/growth form	/infructescences/growth form	/infructescences/colour	/infructescences/colour	/infructescences/dimensions (merged)	/infructescences/dimensions (merged)/length	/infructescences/dimensions (merged)/width	/infructescences/dimensions (merged)/minimum	/infructescences/dimensions (merged)/maximum	/infructescences/dimensions (merged)/texture	/infructescences/dimensions (merged)/texture	/internodes	/internodes/minimum	/internodes/maximum	/internodes/hairs	/internodes/hairs	/internodes/colour	/internodes/colour	/leaves	/leaves/minimum	/leaves/maximum	/leaves/blade	/leaves/blade/shape	/leaves/blade/shape	/leaves/blade/texture	/leaves/blade/texture	/leaves/blade/hairs	/leaves/blade/hairs	/leaves/blade/colour	/leaves/blade/colour	/leaves/blade/apex	/leaves/blade/apex/shape	/leaves/blade/apex/shape	/leaves/blade/apex/hairs	/leaves/blade/apex/hairs	/leaves/blade/base	/leaves/blade/base/shape	/leaves/blade/base/shape	/leaves/blade/base/hairs	/leaves/blade/base/hairs	/leaves/blade/base/growth form	/leaves/blade/base/growth form	/leaves/blade/base/colour	/leaves/blade/base/colour	/leaves/blade/base/differential distance	/leaves/blade/base/differential distance/minimum	/leaves/blade/base/differential distance/maximum	/leaves/blade/dimensions	/leaves/blade/dimensions/length	/leaves/blade/dimensions/length/minimum	/leaves/blade/dimensions/length/maximum	/leaves/blade/dimensions/width	/leaves/blade/dimensions/width/minimum	/leaves/blade/dimensions/width/maximum	/leaves/blade/dimensions/minimum	/leaves/blade/dimensions/maximum	/leaves/blade/dimensions/growth form	/leaves/blade/dimensions/growth form	/leaves/blade/margins	/leaves/blade/margins/minimum	/leaves/blade/margins/maximum	/leaves/blade/margins/shape	/leaves/blade/margins/shape	/leaves/blade/margins/hairs	/leaves/blade/margins/hairs	/leaves/blade/shape	/leaves/blade/shape	/leaves/blade/shape/minimum	/leaves/blade/shape/maximum	/leaves/blade/shape/shape	/leaves/blade/shape/shape	/leaves/blade/texture	/leaves/blade/texture/colour	/leaves/blade/texture/colour	/leaves/petiole	/leaves/petiole/minimum	/leaves/petiole/maximum	/leaves/petiole/texture	/leaves/petiole/texture	/leaves/petiole/position	/leaves/petiole/position	/leaves/petiole/hairs	/leaves/petiole/hairs	/leaves/petiole/colour	/leaves/petiole/colour	/leaves/petiole/length	/leaves/petiole/length/minimum	/leaves/petiole/length/maximum	/leaves/veins	/leaves/veins/minimum	/leaves/veins/maximum	/leaves/veins/shape	/leaves/veins/shape	/leaves/veins/texture	/leaves/veins/texture	/leaves/veins/position	/leaves/veins/position	/leaves/veins/hairs	/leaves/veins/hairs	/leaves/veins/colour	/leaves/veins/colour	/stems	/stems/shape	/stems/shape	/stems/texture	/stems/texture	/stems/hairs	/stems/hairs	/stems/growth form	/stems/growth form	/stems/colour	/stems/colour	/stems/length	/stems/length/minimum	/stems/length/maximum	/habitat	/habitat/growth form	/habitat/growth form	/habitat/colour	/habitat/colour	/habitat/altitude	/habitat/altitude/minimum	/habitat/altitude/maximum
Piper inaequale 	fruits obovoid or slightly flattened, |, somewhat separate, glabrous or minutely papillate, 	3445	flattened,ob,ovoid	0	-	0	-	71	glabrous	0	-	-	0	-	0	-	0	-	0	-	ca. 2 mm wide	-	-	-	-	-	-	0	-	stigmas 3-4, lanceolate, sessile.	3	4	0	-	0	-	0	-	Shrub or treelet |, almost glabrous. 	-	-	0	-	71	glabrous	0	-	to 3(-5) m tall	-	3	-	-	-	0	-	0	-	0	-	floral bracts densely marginally fringed. 	0	-	0	-	0	-	0	-	106	pendent	106	pendent	peduncle slender, |, glabrous; 	-	-	0	-	71	glabrous	0	-	1.5-2.5 cm long	-	-	-	0	-	rachis glabrous; 	71	glabrous	0	-	spike |, not apiculate; 	616	apiculate	0	-	0	-	1.5-5 cm long	-	-	Infructescence 	0	-	0	-	to 9 cm long	-	-	-	-	0	-	-	-	-	0	-	0	-	-	-	-	blade sometimes discolorous and pale brown beneath, |, not conspicuously glandular-dotted, |, 	0	-	0	-	0	-	285	brown	apex acute to short-acuminate, lower half of blade asymmetrical, 	124	acuminate,acute,asymmetrical	0	-	base unequally attached to petiole difference |: shorter side obtuse to abruptly acute, longer side abruptly rounded, obtuse or cordate, glabrous, except minutely pubescent veins below; 	247	acute,cordate,ob,obtuse,obtuse or cordate,rounded	71	glabrous,pubescent	0	-	0	-	0-0.5 cm	-	-	20-24(-36) x 7.5-9.5(-17) cm	-	-	-	-	-	-	20	24	0	-	-	-	-	0	-	0	-	0	elliptic-oblong or somewhat ovate	-	-	4798	oblong,ovate	not scabrous	0	-	Petiole |, vaginate and narrowly winged to apex; 	-	-	0	-	0	-	0	-	0	-	2.5-4.5(-7.5) cm long	2.5	4.5	pinnately veined, secondary veins 5-6(-8) per side, widely spaced, originating from lower 2/3 or more of primary vein, anastomosing well within margin, prominent below, tertiary veins very widely reticulate, minutely pubescent below. 	5	6	0	-	703	thin	0	-	386	pubescent	0	-	-	0	-	0	-	0	-	0	-	0	-	-	-	-	in forest, 	0	-	0	-	to 150 m	-	150
Piper insipiens 	fruits trigonous, glabrous, yellowish to green,       	0	-	0	-	0	-	71	glabrous	2509	yellowish to green	-	0	-	0	-	0	-	0	-	-	-	-	-	-	-	-	0	-	stigmas 3, short, sessile.	-	-	0	-	0	-	0	-	Shrub, subshrub or treelet, may be somewhat scandent, 	-	-	0	-	0	-	169	scandent	to 2 m tall	-	-	-	-	-	0	-	0	-	0	-	floral bracts triangular, densely marginally fringed. 	7135	triangular	0	-	0	-	0	-	43	erect	43	erect	peduncle slender, 	-	-	0	-	0	-	0	-	1-3.5 cm long	1	3.5	-	0	-	rachis papillose; 	0	-	0	-	spike |, white, yellowish or greyish-green, apiculate; 	616	apiculate	0	-	782	green,greyish,white,yellowish,yellowish or greyish	7-13 cm long	7	13	Infructescence green, erect or pendent;      	53	erect or pendent	782	green	-	-	-	-	-	0	-	-	-	-	0	-	0	-	-	-	-	blade |, discolorous often drying yellowish, conspicuously dark-glandular-dotted, |, 	0	-	0	-	0	-	2486	yellowish	apex (long-)acuminate, 	124	acuminate	0	-	base equal or unequally attached to petiole difference |, acute, cuneate or obtusish, glabrous above, glabrous often minutely crisp-pubescent below especially on veins; 	247	acute,cuneate,cuneate or ob	71	glabrous,pubescent	0	-	0	-	up to 0.5 cm	-	0.5	13-23 x 4-8.5 cm	23	-	-	4-8.5	4	8.5	13	23	0	-	-	-	-	0	-	0	-	0	elliptic, ovate, elliptic-oblong or rhombic	-	-	4894	oblong or rhombic	fleshy, drying membranous	0	-	Petiole |, vaginate to apex; 	-	-	0	-	0	-	0	-	0	-	0.3-2.5 cm long	0.3	2.5	pinnately veined, secondary veins 4-6 per side, originating from lower 1/2 or 2/3 of primary vein, plane above, prominulous to prominent below, tertiary veins widely reticulate, areoles almost rectangular. 	4	6	493	angular	0	-	0	-	0	-	0	-	Stem, petiole and peduncle and even primary vein below maybe reddish (brown), or yellowish, glabrous. 	0	-	0	-	71	glabrous	0	-	285	brown,reddish,yellowish	-	-	-	dark, humid, primary forest or swamp forest, 	0	-	0	-	from 0 to 700 m	-	-
Piper marginatum 	Fruits oblongoid, glabrous,      	4798	oblongoid	0	-	0	-	71	glabrous	0	-	-	0	-	0	-	0	-	0	-	-	-	-	-	-	-	-	0	-	stigmas 3, sessile.	-	-	0	-	0	-	0	-	Subshrub or treelet, 	-	-	0	-	0	-	0	-	to 3 m tall	-	-	-	-	-	0	-	0	-	0	-	floral bracts densely marginally fringed. 	0	-	0	-	0	-	0	-	0	erect and recurved	43	erect,recurved	peduncle |, glabrous; 	-	-	0	-	71	glabrous	0	-	1 cm long	-	-	-	0	-	-	0	-	0	-	spike 	0	-	0	-	0	-	10-13(-20) cm long	10	13	-	0	-	0	-	-	-	-	-	-	0	-	-	-	-	0	-	0	-	-	-	-	blade not dark glandular-dotted, 	0	-	0	-	0	-	0	-	apex (long-)acuminate, 	124	acuminate	0	-	base equal or almost equally attached to petiole, deeply cordate, glabrescent or veins puberulent; 	2092	cordate	71	glabrescent,puberulent	0	-	0	-	-	-	-	10-12 x 8-15 cm	12	-	-	8	-	-	10	12	0	-	margin ciliate, 	-	-	0	-	1	ciliate	6359	rounded to ovate	-	-	6359	rounded to ovate	-	0	-	Petiole vaginate to apex, |, glabrous; 	-	-	0	-	0	-	71	glabrous	0	-	4 cm long	-	-	palmately 9-11-veined. 	9	11	0	-	0	-	0	-	0	-	0	-	-	0	-	0	-	0	-	0	-	0	-	-	-	-	-	0	-	0	-	-	-	-
Piper nigrispicum 	fruits trigonous or subtetragonous with narrow “collar”, glabrous, green,       	0	-	0	-	0	-	71	glabrous	782	green	-	0	-	0	-	0	-	0	-	-	-	-	-	-	-	-	0	-	stigmas 3, sessile.	-	-	0	-	0	-	0	-	Shrub 	-	-	0	-	0	-	0	-	to 2.5 m tall	-	2.5	-	-	-	0	-	0	-	0	-	floral bracts densely marginally fringed. 	0	-	0	-	0	-	0	-	106	pendent	106	pendent	peduncle slender, |, glabrous, often reddish or violaceous; 	-	-	0	-	71	glabrous	1705	reddish	0.5-1.8 cm long	0.5	1.8	-	0	-	-	0	-	0	-	spike |, green, yellow to reddish, apiculate; 	616	apiculate	0	-	782	green,reddish,yellow,yellow to reddish	1-5 cm long	-	-	Infructescence pendent, green;      	106	pendent	782	green	-	-	-	-	-	0	-	-	-	-	0	-	0	-	-	-	-	blade shiny dark green above, pale below, densely black glandular-dotted, translucent dotted in vivo, 	0	-	0	-	0	-	143	black,green	apex acuminate, 	124	acuminate	0	-	base equal or almost equally attached to petiole, acute or cuneate or obtusish, occasionally rough above (from scale-like emergent structures), glabrous below; 	285	acute or cuneate,cuneate or ob	71	glabrous	0	-	0	-	-	-	-	8-15 x 3-6 cm	15	-	-	3	-	-	8	15	0	-	-	-	-	0	-	0	-	0	(narrowly) ovate to elliptic-oblong	-	-	4798	oblong,ovate	-	0	-	Petiole |, glabrous, pubescent when young, vaginate at base; 	-	-	0	-	0	-	71	glabrous,pubescent	0	-	0.4-0.8 cm long	0.4	0.8	pinnately veined, secondary veins 3-5 per side, anastomosing near margin, originating from lower 3/4 of primary vein, tertiary veins widely reticulate, not conspicuous. 	3	5	0	-	0	-	0	-	0	-	0	-	Stem glabrous, young ones often reddish. 	0	-	0	-	71	glabrous	0	-	1705	reddish	-	-	-	in forest 	0	-	0	-	from 0 to 700 m	-	-
Piper nigrum 	Fruits globose, |, glabrous, red or black, 	3814	globose	0	-	0	-	71	glabrous	1711	red or black	-	0	-	0	-	0	-	0	-	5-6 mm long	-	-	-	-	-	-	0	-	stigmas 2-3, sessile.	2	3	0	-	0	-	0	-	Shrub sometimes with scrambling branches or liana. 	-	-	0	-	0	-	0	-	-	-	-	-	-	-	0	-	0	-	0	-	floral bracts glabrous. 	0	-	0	-	71	glabrous	0	-	106	pendent	106	pendent	peduncle 	-	-	0	-	0	-	0	-	1-2.5 cm long	1	2.5	-	0	-	-	0	-	0	-	spike |, apiculate or not; 	616	apiculate	0	-	0	-	5-10 cm long	5	10	Infructescence pendent, |, more than 	106	pendent	0	-	12 cm long |, 0.5 cm thick	-	-	-	-	664	thick	-	-	-	0	-	0	-	-	-	-	blade |, not glandular-dotted, |, 	0	-	0	-	0	-	0	-	apex acute to short-acuminate, 	124	acuminate,acute	0	-	base equal or almost equally attached to petiole, subacute to obtusish, glabrous; 	316	subacute to ob	71	glabrous	0	-	0	-	-	-	-	8-19 x 5-10 cm	19	-	-	5	-	-	8	19	0	-	-	-	-	0	-	0	-	0	elliptic, ovate to broadly ovate	-	-	5167	ovate	not scabrous	0	-	Petiole |, glabrous, vaginate to apex; 	-	-	0	-	0	-	71	glabrous	0	-	1-2 cm long	-	-	palmately-pinnately veined, secondary veins 2-3 per side, originating from lower 1/4 of primary vein, flat to prominulous above, prominulous to prominent below, tertiary veins reticulate. 	2	3	3445	flat	0	-	0	-	0	-	0	-	Stem glabrous. 	0	-	0	-	71	glabrous	0	-	0	-	-	-	-	-	0	-	0	-	-	-	-
Piper obliquum 	Fruits obovoid or oblongoid, sometimes flattened at apex, |, minutely pubescent or glabrous or with a few basal hairs, 	3445	flattened,ob,oblongoid,ovoid,ovoid or ob,ovoid or oblongoid	0	-	0	-	106	hairs,pubescent	0	-	-	0	-	0	-	0	-	0	-	1-2 mm in diam.	-	-	-	-	-	-	0	-	stigmas 3, often quite long, sessile, sometimes on a short style.	-	-	0	-	0	-	0	-	Shrub or treelet, 	-	-	0	-	0	-	0	-	1.5-8 m tall	1.5	8	-	-	-	0	-	0	-	0	-	floral bracts triangular-rounded to cucullate, glabrous. 	2215	cucullate,rounded,rounded to cucullate	0	-	71	glabrous	0	-	106	pendent	106	pendent	peduncle |, pubescent to glabrescent; 	-	-	0	-	391	pubescent to glabrescent	0	-	2-5 cm long	2	5	-	0	-	rachis pubescent; 	386	pubescent	0	-	spike |, reddish when young, apiculate; 	616	apiculate	0	-	1705	reddish	(8-)20-60(-70) cm long	20	60	-	0	-	0	-	-	-	-	-	-	0	-	-	-	-	0	-	0	-	-	-	-	blade |, not glandular-dotted, |, 	0	-	0	-	0	-	0	-	apex acute to acuminate, 	250	acute to acuminate	0	-	base unequally attached to petiole difference |, unequally lobed, basal lobes shorter or longer than petiole, occasionally overlapping the latter, glabrous above, more or less brown-pubescent below, especially on veins; 	4306	ob	71	glabrous,pubescent	0	-	285	brown	up to 1 cm	-	1	20-60(-70) x (12-)20-35 cm	-	-	-	-	-	-	20	60	0	-	-	-	-	0	-	0	-	0	elliptic-ovate to oblong	-	-	5246	ovate to oblong	not scabrous	0	-	Petiole |, glabrous or densely brown-pubescent, green to brown, vaginate or winged to apex; 	-	-	0	-	0	-	71	glabrous,pubescent	791	green to brown	3-7(-10) cm long	3	7	pinnately veined, secondary veins 5-9, per side originating from lower 3/4 of primary vein. 	5	9	0	-	0	-	0	-	0	-	0	-	Stem densely pubescent to glabrescent. 	0	-	0	-	391	pubescent to glabrescent	0	-	0	-	-	-	-	in moist forest  	0	-	0	-	from 0to 2000 m	0	2000
Piper paramaribense 	fruits globose or obovoid, |, glabrous, green, 	3884	globose or ob,ovoid	0	-	0	-	71	glabrous	782	green	-	0	-	0	-	0	-	0	-	3 mm in diam.	-	-	-	-	-	-	0	-	stigmas 3, linear, erect, may give impression of a style, obsolete on fruit.	-	-	4306	ob,linear	0	-	43	erect	Small shrub, sometimes trailing, 	-	-	0	-	0	-	0	-	to 1 m tall	-	-	-	-	-	0	-	0	-	0	-	floral bracts cucullate and pilose on inner side and at base,       	2215	cucullate	0	-	316	pilose	0	-	43	erect	43	erect	peduncle |, glabrous or hirsute; 	-	-	0	-	79	glabrous or hirsute	0	-	0.5-1 cm long	-	-	-	0	-	rachis pubescent. 	386	pubescent	0	-	spike |, yellow or green, apiculate; 	616	apiculate	0	-	2510	yellow or green	2-4 cm long	-	-	Infructescence erect, |, green; 	43	erect	782	green	to 7 cm long |, to 1 cm thick	-	-	-	-	664	thick	-	-	-	0	-	0	-	-	-	-	blade |, glandular-dotted, |, 	0	-	0	-	0	-	0	-	apex short-acuminate, maybe somewhat obtuse, 	124	acuminate,ob,obtuse	0	-	base equal or unequally attached to petiole difference at most |, cuneate to obtusish, rounded or subcordate, glabrous but veins appressed-pubescent below; 	2338	cuneate,cuneate to ob,rounded	71	glabrous,pubescent	0	-	0	-	0.1 cm	-	-	7-17 x 2.5-6 cm	17	-	-	2.5	-	-	7	17	0	-	-	-	-	0	-	0	-	0	lance-elliptic, elliptic or elliptic-oblong	-	-	4798	oblong	slightly bullate to smooth, coriaceous and silvery shiny or membranous	1989	silver	Petiole |, hirsute, vaginate to middle; 	-	-	0	-	0	-	141	hirsute	0	-	0.5 cm long	-	-	pinnately veined, secondary veins (7-)8-12 per side, originating from throughout primary vein, impressed above, prominulous to strongly prominent below, tertiary veins transverse. 	8	12	0	-	0	-	0	-	0	-	0	-	Stem hirsute. 	0	-	0	-	141	hirsute	0	-	0	-	-	-	-	-	0	-	0	-	up to 1600 m	-	1600
Piper peltatum 	Fruits trigonous, glabrous.	0	-	0	-	0	-	71	glabrous	0	-	-	0	-	0	-	0	-	0	-	-	-	-	-	-	-	-	0	-	-	-	-	0	-	0	-	0	-	Large herb 	-	-	0	-	0	-	0	-	to 3 m tall	-	-	Inflorescence |, umbellate, |, sympodial branches with very short internodes, without leaves; 	-	-	0	-	0	-	0	-	floral bracts marginally fringed. 	0	-	0	-	0	-	0	-	43	erect	43	erect	common peduncle |, peduncles slender, 	-	-	0	-	0	-	0	-	common peduncle 2-8 cm long |, peduncles 1-1.5 cm long	2	8	seem to be axillary, but are reduced	1705	red	-	0	-	0	-	spikes numerous, |, each subtended by a single prophyll, densely flowered; 	0	-	0	-	1705	red	5-10 cm long	-	-	-	0	-	0	-	-	-	-	-	-	0	-	Internodes black glandular-dotted, more densely so on nodes. 	-	-	0	-	143	black	Leaves alternate, peltate;      	-	-	blade glandular-dotted, 	0	-	0	-	0	-	0	-	apex acute, 	247	acute	0	-	base nearly rounded to usually deeply cordate, glabrous except for short hairs on veins; 	2092	cordate,rounded	71	glabrous,hairs	0	-	0	-	-	-	-	to 16-30 x 18-40 cm	30	-	-	18	-	-	16	30	0	-	-	-	-	0	-	0	-	0	round-ovate	-	-	5167	ovate	-	0	-	petiole attached at up to 1/3 of blade, rarely near base, |, vaginate or slightly winged in lower part; 	-	1	0	-	0	-	0	-	0	-	8-20 cm long	8	20	palmately 13-15-veined, veins radiating from petiole tip, and 2 pairs originating from central vein. 	13	15	0	-	0	-	0	-	0	-	0	-	-	0	-	0	-	0	-	0	-	0	-	-	-	-	-	0	-	0	-	-	-	-
Piper perstipulare 	fruits trigonous or ovoid, glabrous, verruculose,       	5290	ovoid	0	-	0	-	71	glabrous	0	-	-	0	-	0	-	0	-	0	-	-	-	-	-	-	-	-	0	-	stigmas 3, recurved, sessile.	-	-	0	-	0	-	127	recurved	Shrub 	-	-	0	-	0	-	0	-	to 1.5-4 m tall	1.5	1.5	-	-	-	0	-	0	-	0	-	floral bracts subtriangular, densely marginally fringed. 	7135	subtriangular	0	-	0	-	0	-	43	erect	43	erect	peduncle |, glabrous; 	-	-	0	-	71	glabrous	0	-	1-2 cm long	-	-	-	0	-	-	0	-	0	-	spike |, greenish white to white, apiculate; 	616	apiculate	0	-	782	greenish,white	7-9.5 cm long	7	9.5	Infructescence 	0	-	0	-	to 11.5 cm long	-	-	-	-	0	-	-	-	-	0	-	0	-	-	-	-	blade |, densely glandular-dotted below, |, 	0	-	0	-	0	-	0	-	apex acuminate, 	124	acuminate	0	-	base equal or unequally attached to petiole difference |, obtuse to rounded, glabrous, but veins sparsely to densely appressed or crisp-pubescent below; 	5022	obtuse to rounded	71	glabrous,pubescent	0	-	0	-	0-0.3 cm	0	0.3	16-27 x 7-13(-14.5) cm	27	-	-	7	-	-	16	27	0	-	margin ciliolate, |margin enlarged; 	-	-	0	-	1	ciliolate	0	narrowly elliptic to elliptic-ovate	-	-	5167	ovate	not scabrous	0	-	Petiole |, glabrous, vaginate to apex, 	-	-	0	-	0	-	71	glabrous	0	-	(0.5-)1-4.5 cm long	1	4.5	pinnately veined, secondary veins 6-7 per side, originating from lower 2/3 of primary vein, flat above, prominulous below, lower 2-3 ascending horizontally or at an angle of 45º, upper ones ascending near margin but hardly anastomosing towards top, tertiary veins reticulate and transverse between secondaries. 	6	7	3445	flat	0	-	0	-	0	-	0	-	Stem glabrous. 	0	-	0	-	71	glabrous	0	-	0	-	-	-	-	-	0	-	0	-	500-1275 m	500	1275
Piper phytolaccifolium 	fruits globose, |, glabrous, with persistent style, 	3814	globose	0	-	0	-	71	glabrous	0	-	-	0	-	0	-	0	-	0	-	1-1.5 mm in diam.	-	-	-	-	-	-	0	-	stigmas 3, on long style.	-	-	0	-	0	-	0	-	Shrub |, glabrous. 	-	-	0	-	71	glabrous	0	-	to 1.6 m tall	-	1.6	-	-	-	0	-	0	-	0	-	floral bracts densely marginally fringed. 	0	-	0	-	0	-	0	-	43	erect	43	erect	peduncle 	-	-	0	-	0	-	0	-	0.4-0.7 cm long	0.4	0.7	-	0	-	-	0	-	0	-	spike |, not apiculate; 	616	apiculate	0	-	0	-	2-4 cm long	-	-	Infructescence erect to pendent, 	52	erect to pendent	0	-	0.6 cm thick	-	-	-	-	664	thick	-	-	-	0	-	0	-	-	-	-	blade |, glandular-dotted to densely glandular-dotted, |, 	0	-	0	-	0	-	0	-	apex acuminate, 	124	acuminate	0	-	base unequally attached to petiole difference |, acute, glabrous; 	247	acute	71	glabrous	0	-	0	-	0.2-0.3 cm	-	-	9-16 x 2.5-7 cm	16	-	-	2.5	-	-	9	16	0	-	-	-	-	0	-	0	-	0	elliptic to ovate	-	-	5167	ovate	membranous, not scabrous	0	-	Petiole |, vaginate to middle or to apex; 	-	-	0	-	0	-	0	-	0	-	0.4-1 cm long	0.4	1	pinnately veined, secondary veins 4-6 per side, originating from lower 2/3 of primary vein, flat above, prominulous below, tertiary veins reticulate. 	4	6	3445	flat	0	-	0	-	0	-	0	-	-	0	-	0	-	0	-	0	-	0	-	-	-	-	-	0	-	0	-	-	-	-
Piper piscatorum 	fruits separate at maturity, not sulcate, globose, |, papillose at apex, glabrescent, 	3814	globose	0	-	0	-	71	glabrescent	0	-	-	0	-	0	-	0	-	0	-	1.5 mm in diam.	-	-	-	-	-	-	0	-	stigmas 4, sessile.	-	-	0	-	0	-	0	-	Subshrub, 	-	-	0	-	0	-	0	-	to 1 m tall	-	-	-	-	-	0	-	0	-	0	-	floral bracts cucullate, glabrous. 	2215	cucullate	0	-	71	glabrous	0	-	43	erect	43	erect	peduncle |, glabrous; 	-	-	0	-	71	glabrous	0	-	0.4-0.5(-1) cm long	0.4	0.5	-	0	-	rachis pubescent; 	386	pubescent	0	-	spike |, green, apiculate; 	616	apiculate	0	-	782	green	4-7 cm long	4	7	Infructescence 	0	-	0	-	to 6 cm long	-	-	-	-	0	-	upper internodes finely striate. 	-	-	0	-	0	-	-	-	-	blade |, dull green, not conspicuously glandular-dotted, |, 	0	-	0	-	0	-	782	green	apex acuminate, 	124	acuminate	0	-	base equal or almost equally attached to petiole, subacute to obtuse or rounded, glabrous; 	326	subacute to obtuse,obtuse or rounded	71	glabrous	0	-	0	-	-	-	-	(5.5-)7.5-17(-19.5) x (2.5-)3.5-6.5(-7.5) cm	-	-	-	-	-	-	7.5	17	0	-	-	-	-	0	-	0	-	0	elliptic-oblong to narrowly ovate	-	-	4798	oblong,ovate	subcoriaceous	0	-	Petiole |, vaginate at base; 	-	-	0	-	0	-	0	-	0	-	0.5-2 cm long	-	-	pinnately veined, secondary veins (5-)7-8(-11) per side, originating from throughout primary vein, anastomosing well within margin, impressed or slightly prominulous above, prominent below, tertiary venation obsolete. 	7	8	4306	ob	703	thin	0	-	0	-	0	-	Stem glabrous or glabrescent;      	0	-	0	-	71	glabrous	0	-	0	-	-	-	-	non-flooded moist forest, or along riverbanks	0	-	0	-	up to 660(-1100?) m	-	660
Piper poiteanum 	fruits depressed globose to trigonous, |, glabrous, 	3814	globose	0	-	0	-	71	glabrous	0	-	-	0	-	0	-	0	-	0	-	1 mm thick	-	-	-	-	-	-	664	thick	stigmas 3, sessile.	-	-	0	-	0	-	0	-	Vine or climbing shrub 	-	-	0	-	0	-	0	-	to 8 m tall	-	8	-	-	-	0	-	0	-	0	-	floral bracts cucullate-inflexed, densely marginally fringed. 	2215	cucullate	0	-	0	-	0	-	0	presumably pendent	106	pendent	peduncle |, minutely pubescent or glabrous; 	-	-	0	-	392	pubescent or glabrous	0	-	1-1.5 cm long	-	-	-	0	-	-	0	-	0	-	spike |, yellow to green, apiculate; 	616	apiculate	0	-	2509	yellow to green	7-16.5 cm long	7	16.5	Infructescence 	0	-	0	-	to 15 cm long	-	-	-	-	0	-	Upper internodes finely striate, glabrescent. 	-	-	71	glabrescent	0	-	-	-	-	blade |, not conspicuously glandular-dotted, |, 	0	-	0	-	0	-	0	-	apex acuminate, 	124	acuminate	0	-	base equal, rounded to subcordate to deeply cordate, glabrous but veins glabrous or sparsely pubescent below; 	6309	rounded to subcordate	71	glabrous,pubescent	0	-	0	-	-	-	-	7-12 x 3-5 cm	12	-	-	3	-	-	7	12	0	-	-	-	-	0	-	0	-	4881	oblong to ovate	-	-	4881	oblong to ovate	membranous, bicolourous, not scabrous	0	-	Petiole |, glabrous or sparsely pubescent, vaginate to apex; 	-	-	0	-	0	-	71	glabrous,pubescent	0	-	1.5-2.5 cm long	1.5	2.5	palmately-pinnately veined, secondary veins 2-3 per side originating from lower 1/4 of primary vein, flat above, prominent below, tertiary veins transverse, prominulous below. 	2	3	3445	flat	0	-	0	-	0	-	0	-	-	0	-	0	-	0	-	0	-	0	-	-	-	-	in understorey of primary rainforest and from secondary vegetation	0	-	0	-	10-600 m	10	600
